program_id,improper_payment_program_name,agency,fiscal_year,outlays,improper_payment_amount,start_date,end_date,insufficient_documentation_amount,slug
14.269,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2018,2109.2,0,,,14.68,
14.269,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2019,0,0,,,,
14.269,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2020,122.145545,0,2018-10-01,2019-09-30,0.0,
14.269,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2021,0,0,,,0.0,
14.269,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2022,0,0,,,0.0,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2004,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2005,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2006,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2007,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2008,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2009,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2010,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2011,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2012,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2013,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2014,190,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2015,1642,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2016,1982,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2017,2092.43,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2018,2109.2,0,,,14.68,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2019,0,0,,,,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2020,122.145545,0,2018-10-01,2019-09-30,0.0,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2021,0,0,,,0.0,
14.272,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2022,0,0,,,0.0,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2004,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2005,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2006,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2007,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2008,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2009,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2010,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2011,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2012,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2013,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2014,190,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2015,1642,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2016,1982,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2017,2092.43,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2018,2109.2,0,,,14.68,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2019,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2020,122.145545,0,2018-10-01,2019-09-30,0.0,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2021,0,0,,,0.0,
14.228,Community Planning and Development - Community Development Block Grant – DRAA-Sandy,HUD,2022,0,0,,,0.0,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2004,4924,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2005,4870,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2006,4832,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2007,0,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2008,0,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2009,0,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2010,0,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2011,0,0,,,,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2021,0,0,,,0.0,
14.023,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2022,0,0,,,0.0,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2004,4924,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2005,4870,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2006,4832,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2007,0,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2008,0,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2009,0,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2010,0,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2011,0,0,,,,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2021,0,0,,,0.0,
14.024,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2022,0,0,,,0.0,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2004,4924,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2005,4870,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2006,4832,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2007,0,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2008,0,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2009,0,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2010,0,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2011,0,0,,,,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2021,0,0,,,0.0,
14.225,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2022,0,0,,,0.0,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2004,4924,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2005,4870,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2006,4832,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2007,0,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2008,0,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2009,0,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2010,0,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2011,0,0,,,,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2021,0,0,,,0.0,
14.248,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2022,0,0,,,0.0,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2004,4924,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2005,4870,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2006,4832,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2007,0,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2008,0,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2009,0,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2010,0,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2011,0,0,,,,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2021,0,0,,,0.0,
14.218,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2022,0,0,,,0.0,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2004,4924,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2005,4870,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2006,4832,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2007,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2008,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2009,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2010,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2011,0,0,,,,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2021,0,0,,,0.0,
14.228,Community Planning and Development - Community Development Block Grants (CDBG) - CDBG Insular Areas - CDBG Entitlement - CDBG Non-Entitlement,HUD,2022,0,0,,,0.0,
14.251,Community Planning and Development - Congressional Earmarks –  Economic Development Initiative – Special Projects /Neighborhood Initiatives,HUD,2025,,,,,,
14.218,Community Planning and Development - Community Development Block Grant – Disaster Recovery,HUD,2021,0,0,,,0.0,
14.218,Community Planning and Development - Community Development Block Grant – Disaster Recovery,HUD,2022,0,0,,,0.0,
14.228,Community Planning and Development - Community Development Block Grant – Disaster Recovery,HUD,2021,0,0,,,0.0,
14.228,Community Planning and Development - Community Development Block Grant – Disaster Recovery,HUD,2022,0,0,,,0.0,
14.239,Community Planning and Development - HOME Investments Partnership Program,HUD,2021,0,0,,,0.0,
14.239,Community Planning and Development - HOME Investments Partnership Program,HUD,2022,0,0,,,0.0,
14.277,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.277,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.231,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.231,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.267,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.267,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.273,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.273,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.276,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.276,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.249,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.249,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.235,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.235,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.238,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.238,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.870,Community Planning and Development - Homeless Assistance Grants,HUD,2021,0,0,,,0.0,
14.870,Community Planning and Development - Homeless Assistance Grants,HUD,2022,0,0,,,0.0,
14.241,Community Planning and Development - Housing Opportunities for Persons with AIDS,HUD,2021,0,0,,,0.0,
14.241,Community Planning and Development - Housing Opportunities for Persons with AIDS,HUD,2022,0,0,,,0.0,
14.275,Community Planning and Development - Housing Trust Fund,HUD,2021,0,0,,,0.0,
14.275,Community Planning and Development - Housing Trust Fund,HUD,2022,0,0,,,0.0,
14.249,Community Planning and Development - Project Based Section 8 - Renewal of Expiring Sec. 8 Mod Rehab SRO,HUD,2021,0,0,,,0.0,
14.249,Community Planning and Development - Project Based Section 8 - Renewal of Expiring Sec. 8 Mod Rehab SRO,HUD,2022,0,0,,,0.0,
14.228,"Community Planning and Development - Public Laws 115-123, 115-56, and 115-72",HUD,2021,826.69,0,2019-10-01,2020-09-01,0.00053383,
14.228,"Community Planning and Development - Public Laws 115-123, 115-56, and 115-72",HUD,2022,1538.47,0,2020-10-01,2021-09-01,2.88,
14.265,Community Planning and Development - Self-Help Homeownership Opportunity Program (SHOP),HUD,2021,0,0,,,0.0,
14.265,Community Planning and Development - Self-Help Homeownership Opportunity Program (SHOP),HUD,2022,0,0,,,0.0,
14.278,Community Planning and Development - Self-Help Homeownership Opportunity Program (SHOP),HUD,2021,0,0,,,0.0,
14.278,Community Planning and Development - Self-Help Homeownership Opportunity Program (SHOP),HUD,2022,0,0,,,0.0,
14.247,Community Planning and Development - Self-Help Homeownership Opportunity Program (SHOP),HUD,2021,0,0,,,0.0,
14.247,Community Planning and Development - Self-Help Homeownership Opportunity Program (SHOP),HUD,2022,0,0,,,0.0,
14.401,Fair Housing and Equal Opportunity - Fair Housing Assistance Program,HUD,2021,0,0,,,0.0,
14.401,Fair Housing and Equal Opportunity - Fair Housing Assistance Program,HUD,2022,0,0,,,0.0,
14.408,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2021,0,0,,,0.0,
14.408,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2022,0,0,,,0.0,
14.416,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2021,0,0,,,0.0,
14.416,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2022,0,0,,,0.0,
14.417,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2021,0,0,,,0.0,
14.417,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2022,0,0,,,0.0,
14.418,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2021,0,0,,,0.0,
14.418,Fair Housing and Equal Opportunity - Fair Housing Initiatives Program,HUD,2022,0,0,,,0.0,
14.188,Federal Housing Administration - Federal Finance Bank Direct Loans,HUD,2021,0,0,,,0.0,
14.188,Federal Housing Administration - Federal Finance Bank Direct Loans,HUD,2022,0,0,,,0.0,
14.183,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Claims,HUD,2021,0,0,,,0.0,
14.183,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Claims,HUD,2022,0,0,,,0.0,
14.311,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Claims,HUD,2021,0,0,,,0.0,
14.311,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Claims,HUD,2022,0,0,,,0.0,
14.183,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Notes,HUD,2021,0,0,,,0.0,
14.183,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Notes,HUD,2022,0,0,,,0.0,
14.311,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Notes,HUD,2021,0,0,,,0.0,
14.311,Federal Housing Administration - Home Equity Conversion Mortgage (HECM) Notes,HUD,2022,0,0,,,0.0,
14.126,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.126,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.128,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.128,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.129,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.129,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.134,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.134,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.135,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.135,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.138,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.138,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.139,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.139,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.142,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.142,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.151,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.151,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.155,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.155,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.188,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2021,0,0,,,0.0,
14.188,Federal Housing Administration - Multi-Family Insurance Claims (MFIC),HUD,2022,0,0,,,0.0,
14.188,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.188,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.126,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.126,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.128,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.128,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.129,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.129,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.134,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.134,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.135,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.135,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.138,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.138,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.139,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.139,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.142,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.142,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.151,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.151,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.155,Federal Housing Administration - Multi-Family Notes,HUD,2021,0,0,,,0.0,
14.155,Federal Housing Administration - Multi-Family Notes,HUD,2022,0,0,,,0.0,
14.311,Federal Housing Administration - Other Disbursements,HUD,2021,0,0,,,0.0,
14.311,Federal Housing Administration - Other Disbursements,HUD,2022,0,0,,,0.0,
14.108,Federal Housing Administration - Single Family Claims,HUD,2004,382,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2005,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2006,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2007,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2008,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2009,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2010,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2011,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2012,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2013,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2014,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2015,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2016,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2017,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2018,10949.7,0,,,16.4,
14.108,Federal Housing Administration - Single Family Claims,HUD,2019,7941.10637747,29.90467279,2017-10-01,2018-09-30,42.71129883,
14.108,Federal Housing Administration - Single Family Claims,HUD,2020,0,0,,,,
14.108,Federal Housing Administration - Single Family Claims,HUD,2021,0,0,,,0.0,
14.108,Federal Housing Administration - Single Family Claims,HUD,2022,0,0,,,0.0,
14.117,Federal Housing Administration - Single Family Claims,HUD,2004,382,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2005,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2006,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2007,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2008,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2009,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2010,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2011,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2012,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2013,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2014,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2015,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2016,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2017,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2018,10949.7,0,,,16.4,
14.117,Federal Housing Administration - Single Family Claims,HUD,2019,7941.10637747,29.90467279,2017-10-01,2018-09-30,42.71129883,
14.117,Federal Housing Administration - Single Family Claims,HUD,2020,0,0,,,,
14.117,Federal Housing Administration - Single Family Claims,HUD,2021,0,0,,,0.0,
14.117,Federal Housing Administration - Single Family Claims,HUD,2022,0,0,,,0.0,
14.119,Federal Housing Administration - Single Family Claims,HUD,2004,382,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2005,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2006,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2007,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2008,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2009,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2010,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2011,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2012,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2013,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2014,0,0,,,,
14.119,Federal Housing Administration - Single Family Claims,HUD,2015,0,0,,,,
